city+country,Value,wmo,lat,long,place,db_max,wb_max,city,country
cherkessk+russian federation,129069.0,,,,,,,,
seto+japan,129046.0,,,,,,,,
mubi+nigeria,128900.0,,,,,,,,
tangail+bangladesh,128785.0,,,,,,,,
zama+japan,128737.0,,,,,,,,
bat yam+israel,128714.0,,,,,,,,
elizabeth+u.s.,128640.0,,,,,,,,
puno+peru,128637.0,,,,,,,,
rijeka+croatia,128624.0,,,,,,,,
kadamrasul+bangladesh,128561.0,,,,,,,,
neemuch+india,128561.0,,,,,,,,
pollachi+india,128458.0,,,,,,,,
loikaw+myanmar,128401.0,,,,,,,,
stavanger+norway,128369.0,,,,,,,,
puerto plata+dominican republic,128240.0,,,,,,,,
rudni+kazakhstan,128234.0,,,,,,,,
sirajganj+bangladesh,128144.0,,,,,,,,
khanna+india,128137.0,,,,,,,,
pilibhit+india,127988.0,,,,,,,,
daloa+cote d'ivoire,127923.0,,,,,,,,
schaerbeek+belgium,127909.0,,,,,,,,
doncaster+united kingdom,127851.0,,,,,,,,
ise+japan,127817.0,,,,,,,,
jizan+saudi arabia,127743.0,,,,,,,,
patos de minas+brazil,127724.0,,,,,,,,
santa rosa-toay+argentina,127682.9845,,,,,,,,
mataró+spain,127626.0,,,,,,,,
tripoli+lebanon,127611.0,,,,,,,,
jinhae+south korea,127578.0,,,,,,,,
kent+u.s.,127514.0,,,,,,,,
sagamu+nigeria,127513.0,,,,,,,,
siguiri+guinea,127492.0,,,,,,,,
yatsushiro+japan,127472.0,,,,,,,,
opole+poland,127434.0,125300,50.617,17.967,"OPOLE, POLAND",37.1,25.8,opole,poland
bam+iran,127396.0,,,,,,,,
lethbridge+canada,127232.0,,,,,,,,
yasothon+thailand,127173.0,,,,,,,,
mustafabad+india,127167.0,,,,,,,,
serpukhov+russian federation,127041.0,,,,,,,,
mostar+bosnia and herzegovina,127034.0,,,,,,,,
székesfehérvar+hungary,127001.0,,,,,,,,
jaú+brazil,126943.0,,,,,,,,
lampa+chile,126898.0,,,,,,,,
sassari+italy,126819.5,,,,,,,,
jorhat+india,126736.0,,,,,,,,
arcot+india,126671.0,,,,,,,,
offenbach am main+germany,126658.0,,,,,,,,
würzburg+germany,126635.0,,,,,,,,
kohat+pakistan,126627.0,,,,,,,,
latina+italy,126608.0,162430,41.542,12.909,"LATINA, ITALY",39.5,30.2,latina,italy
tychy+poland,126581.0,,,,,,,,
fürth+germany,126526.0,,,,,,,,
yeongju+south korea,126507.0,,,,,,,,
east los angeles+u.s.,126496.0,,,,,,,,
thunder bay+canada,126481.0,,,,,,,,
hastings/bexhill+united kingdom,126386.0,,,,,,,,
ampang/ulu kelang+malaysia,126285.0,,,,,,,,
guntakal+india,126270.0,,,,,,,,
pithampur+india,126200.0,,,,,,,,
rustavi+georgia,126200.0,,,,,,,,
yamoussoukro+cote d'ivoire,126191.0,,,,,,,,
motihari+india,126158.0,,,,,,,,
mati+philippines,126143.0,,,,,,,,
norrköping+sweden,126071.5,,,,,,,,
santa clara+u.s.,125948.0,,,,,,,,
ramadan+egypt,125920.0,,,,,,,,
kirishima+japan,125857.0,,,,,,,,
capas+philippines,125852.0,,,,,,,,
coronel+chile,125829.0,,,,,,,,
krasnogorsk+russian federation,125787.0,,,,,,,,
hagonoy+philippines,125689.0,,,,,,,,
iwo+nigeria,125645.0,,,,,,,,
dawei+myanmar,125605.0,,,,,,,,
ulm+germany,125596.0,,,,,,,,
acayucan+mexico,125569.0,,,,,,,,
kanhangad+india,125564.0,,,,,,,,
nabadwip+india,125543.0,,,,,,,,
jagdalpur+india,125463.0,430410,19.083,82.033,"JAGDALPUR, INDIA",43.6,32.1,jagdalpur,india
urdaneta+philippines,125451.0,,,,,,,,
kidapawan+philippines,125447.0,,,,,,,,
maricá+brazil,125401.0,,,,,,,,
basirhat+india,125254.0,,,,,,,,
nobeoka+japan,125159.0,478220,32.583,131.650,"NOBEOKA, JAPAN",36.8,29.0,nobeoka,japan
heilbronn+germany,125113.0,,,,,,,,
tabaco+philippines,125083.0,,,,,,,,
ouahigouya+burkina faso,125030.0,,,,,,,,
el silencio+venezuela,125014.0,,,,,,,,
ciego de ávila+cuba,125013.0,,,,,,,,
tenkodogo+burkina faso,124985.0,,,,,,,,
halisahar+india,124939.0,,,,,,,,
jagadhri+india,124894.0,,,,,,,,
papeete+french polynesia,124864.0,,,,,,,,
mocuba+mozambique,124650.0,,,,,,,,
makeni+sierra leone,124634.0,,,,,,,,
rishra+india,124577.0,,,,,,,,
fada n'gourma+burkina faso,124577.0,,,,,,,,
ijebu-ode+nigeria,124313.0,,,,,,,,
pforzheim+germany,124289.0,,,,,,,,
novocheboksarsk+russian federation,124288.0,,,,,,,,
sioux falls+u.s.,124269.0,726510,43.578,-96.754,"SIOUX FALLS REGIONAL, SD, USA",40.5,28.5,sioux falls,u.s.
narsingdi+bangladesh,124204.0,,,,,,,,
helsingborg+sweden,124187.5,026110,56.033,12.767,"HELSINGBORG, SWEDEN",30.6,23.8,helsingborg,sweden
calapan+philippines,124173.0,984310,13.417,121.183,"CALAPAN, PHILIPPINES",38.6,30.4,calapan,philippines
kashihara+japan,124111.0,,,,,,,,
vadakara+india,124083.0,,,,,,,,
lo barnechea+chile,124076.0,,,,,,,,
aizuwakamatsu+japan,124062.0,,,,,,,,
naogaon+bangladesh,124046.0,,,,,,,,
alagoinhas+brazil,124042.0,,,,,,,,
zoetermeer+netherlands,124025.0,,,,,,,,
giugliano in campania+italy,123925.5,,,,,,,,
butterworth+malaysia,123923.0,,,,,,,,
wolfsburg+germany,123914.0,,,,,,,,
tongyeong+south korea,123842.0,471620,34.850,128.433,"TONGYEONG, KOREA, REPUBLIC OF",35.1,28.2,tongyeong,south korea
barreiras+brazil,123741.0,,,,,,,,
nakhon phanom+thailand,123720.0,483570,17.410,104.776,"NAKHON PHANOM, THAILAND",41.0,31.4,nakhon phanom,thailand
kurichi+india,123667.0,,,,,,,,
ranong+thailand,123596.0,485320,9.778,98.585,"RANONG, THAILAND",39.1,29.7,ranong,thailand
kadoma+japan,123576.0,,,,,,,,
malasiqui+philippines,123566.0,,,,,,,,
monza+italy,123497.5,,,,,,,,
muzaffargharh+pakistan,123404.0,,,,,,,,
fort-de-france+martinique,123369.0,,,,,,,,
pueblo+u.s.,123351.0,,,,,,,,
túxpan de rodríguez cano+mexico,123316.4771,,,,,,,,
daito+japan,123217.0,,,,,,,,
hidalgo del parral+mexico,123126.0,,,,,,,,
sabára+brazil,123084.0,,,,,,,,
jönköping+sweden,122951.5,,,,,,,,
cárdenas+mexico,122920.9207,,,,,,,,
pleven+bulgaria,122888.0,155260,43.417,24.600,"PLEVEN, BULGARIA",43.2,28.1,pleven,bulgaria
nefteyugansk+russian federation,122855.0,,,,,,,,
dimapur+india,122834.0,,,,,,,,
gazipur+bangladesh,122801.0,,,,,,,,
karatsu+japan,122785.0,,,,,,,,
turbo+colombia,122780.0,,,,,,,,
botucatu+brazil,122744.0,,,,,,,,
kokubunji+japan,122742.0,,,,,,,,
san pedro garza garcia+mexico,122627.0,,,,,,,,
behbahan+iran,122604.0,,,,,,,,
dimitrovgrad+russian federation,122580.0,,,,,,,,
la granja+chile,122557.0,,,,,,,,
murom+russian federation,122545.0,,,,,,,,
nasugbu+philippines,122483.0,,,,,,,,
gorzów wielkopolski+poland,122455.0,,,,,,,,
al-mukalla+yemen,122359.0,,,,,,,,
cauayan+philippines,122335.0,,,,,,,,
rio gallegos+argentina,122333.9201,879250,-51.609,-69.313,"RIO GALLEGOS, ARGENTINA",32.3,20.1,rio gallegos,argentina
koforidua+ghana,122300.0,,,,,,,,
victorville city+u.s.,122265.0,,,,,,,,
abilene+u.s.,122225.0,722660,32.411,-99.682,"ABILENE REGIONAL, TX, USA",43.1,28.4,abilene,u.s.
iguala de la independencia+mexico,122218.2682,,,,,,,,
bor+russian federation,122201.0,238840,61.600,90.017,"BOR, RUSSIAN FEDERATION",35.3,25.2,bor,russian federation
norman+u.s.,122180.0,,,,,,,,
san juan+philippines,122180.0,,,,,,,,
beppu+japan,122138.0,,,,,,,,
otaru+japan,121924.0,474110,43.183,141.017,"OTARU, JAPAN",34.6,26.2,otaru,japan
santa tecla+el salvador,121908.0,,,,,,,,
dharmavaram+india,121874.0,,,,,,,,
gokal pur+india,121870.0,,,,,,,,
gubkin+russian federation,121852.0,,,,,,,,
solenzo+burkina faso,121819.0,,,,,,,,
clarksville+u.s.,121775.0,,,,,,,,
cartago+colombia,121741.0,,,,,,,,
negombo+sri lanka,121701.0,,,,,,,,
algeciras+spain,121685.0,,,,,,,,
dorud+iran,121638.0,,,,,,,,
nagaon+india,121628.0,,,,,,,,
kashipur+india,121623.0,,,,,,,,
ashoknagar kalyangarh+india,121592.0,,,,,,,,
ichinoseki+japan,121583.0,,,,,,,,
linhares+brazil,121567.0,,,,,,,,
moroleón uriangato+mexico,121562.0,,,,,,,,
uhta+russian federation,121479.0,,,,,,,,
maastricht+netherlands,121456.0,,,,,,,,
koganei+japan,121396.0,,,,,,,,
siracusa+italy,121388.0,,,,,,,,
sivakasi+india,121358.0,,,,,,,,
arayat+philippines,121348.0,,,,,,,,
bhadrak+india,121338.0,,,,,,,,
kruševac+serbia,121293.0,,,,,,,,
bergamo+italy,121281.0,,,,,,,,
ovalle+chile,121269.0,,,,,,,,
franco da rocha+brazil,121244.0,,,,,,,,
berkeley+u.s.,121240.0,,,,,,,,
kitami+japan,121226.0,,,,,,,,
khurja+india,121207.0,,,,,,,,
baidyabati+india,121110.0,,,,,,,,
sawai madhopur+india,121106.0,,,,,,,,
bandar maharani+malaysia,121101.0,,,,,,,,
magangué+colombia,121085.0,,,,,,,,
ambikapur+india,121071.0,,,,,,,,
puruliya+india,121067.0,,,,,,,,
nnewi+nigeria,121065.0,,,,,,,,
ghazipur+india,121020.0,,,,,,,,
silay+philippines,120999.0,,,,,,,,
jamalpur+bangladesh,120955.0,,,,,,,,
round rock+u.s.,120892.0,,,,,,,,
dumaguete+philippines,120883.0,986420,9.334,123.300,"DUMAGUETE, PHILIPPINES",37.9,30.9,dumaguete,philippines
jabalya+state of palestine,120859.0,,,,,,,,
mopti+mali,120786.0,,,,,,,,
fargo+u.s.,120762.0,,,,,,,,
matsubara+japan,120750.0,,,,,,,,
orekhovo-zuevo+russian federation,120670.0,,,,,,,,
ebetsu+japan,120636.0,,,,,,,,
columbia+u.s.,120612.0,724450,38.817,-92.218,"COLUMBIA REGIONAL, MO, USA",41.6,29.2,columbia,u.s.
krasny lutch+ukraine,120539.0,,,,,,,,
dhahran+saudi arabia,120521.0,,,,,,,,
yevpatoriya+ukraine,120473.0,,,,,,,,
evpatoria+ukraine,120473.0,,,,,,,,
dipolog+philippines,120460.0,,,,,,,,
mandoli+india,120417.0,,,,,,,,
khanpur+pakistan,120382.0,,,,,,,,
east ayrshire+united kingdom,120235.0,,,,,,,,
ciudad delgado+el salvador,120200.0,,,,,,,,
mojokerto+indonesia,120196.0,,,,,,,,
satara+india,120195.0,,,,,,,,
churu+india,120157.0,,,,,,,,
lambaré+paraguay,119984.0,,,,,,,,
pancevo+serbia,119960.0,,,,,,,,
malambo+colombia,119920.0,,,,,,,,
niihama+japan,119903.0,,,,,,,,
waterloo+canada,119869.0,,,,,,,,
dabrowa górnicza+poland,119816.0,,,,,,,,
rafah+state of palestine,119763.0,,,,,,,,
yala+thailand,119744.0,,,,,,,,
owerri+nigeria,119711.0,,,,,,,,
dunedin+new zealand,119700.0,,,,,,,,
pouso alegre+brazil,119590.0,,,,,,,,
kamyshin+russian federation,119565.0,343630,50.067,45.367,"KAMYSHIN, RUSSIAN FEDERATION",42.1,24.5,kamyshin,russian federation
göttingen+germany,119529.0,,,,,,,,
lahti+finland,119513.0,,,,,,,,
nazar abad+iran,119512.0,,,,,,,,
oshu+japan,119422.0,,,,,,,,
mohammad shahr+iran,119418.0,,,,,,,,
ikot ekpene+nigeria,119402.0,,,,,,,,
izeh+iran,119399.0,,,,,,,,
nyeri+kenya,119353.0,,,,,,,,
pescara+italy,119257.0,162300,42.432,14.181,"PESCARA, ITALY",41.1,28.9,pescara,italy
danao city+philippines,119252.0,,,,,,,,
luxembourg-ville+luxembourg,119215.0,,,,,,,,
derbent+russian federation,119200.0,,,,,,,,
plock+poland,119175.0,123600,52.583,19.733,"PLOCK, POLAND",36.1,24.7,plock,poland
thanet+united kingdom,119144.0,,,,,,,,
madavaram+india,119105.0,,,,,,,,
gangapur city+india,119090.0,,,,,,,,
varginha+brazil,119061.0,,,,,,,,
dabgram+india,119040.0,,,,,,,,
zwolle+netherlands,119030.0,,,,,,,,
santa coloma de gramenet+spain,119018.0,,,,,,,,
virar+india,118928.0,,,,,,,,
sano+japan,118919.0,,,,,,,,
uruma+japan,118898.0,,,,,,,,
dohad+india,118846.0,,,,,,,,
huaraz+peru,118836.0,,,,,,,,
noumea+new caledonia,118823.0,915920,-22.267,166.450,"NOUMEA, NEW CALEDONIA",36.2,28.2,noumea,new caledonia
darjiling+india,118805.0,,,,,,,,
barshi+india,118722.0,,,,,,,,
cubatao+brazil,118720.0,,,,,,,,
vihiga+kenya,118696.0,,,,,,,,
setubal+portugal,118696.0,,,,,,,,
bandar-e-anzali+iran,118564.0,,,,,,,,
caxias+brazil,118534.0,,,,,,,,
etah+india,118517.0,,,,,,,,
jhunjhunun+india,118473.0,,,,,,,,
butwal+nepal,118462.0,,,,,,,,
chikmagalur+india,118401.0,,,,,,,,
elblag+poland,118397.0,,,,,,,,
georgetown+guyana,118368.0,,,,,,,,
kraljevo+serbia,118363.0,133760,43.700,20.700,"KRALJEVO, SERBIA",41.4,26.5,kraljevo,serbia
nevinnomyssk+russian federation,118360.0,,,,,,,,
wau+republic of south sudan,118331.0,,,,,,,,
al-qatif+saudi arabia,118327.0,,,,,,,,
jolo+philippines,118307.0,,,,,,,,
jetpur navagadh+india,118302.0,,,,,,,,
cagua+venezuela,118290.0,,,,,,,,
cachoeirinha+brazil,118278.0,,,,,,,,
malindi+kenya,118265.0,,,,,,,,
ikoma+japan,118233.0,,,,,,,,
high wycombe+united kingdom,118229.0,036600,51.683,-0.800,"HIGH WYCOMBE, UNITED KINGDOM",32.8,24.5,high wycombe,united kingdom
magelang+indonesia,118227.0,,,,,,,,
wanica+suriname,118222.0,,,,,,,,
roorkee+india,118200.0,,,,,,,,
mancherial+india,118195.0,,,,,,,,
nagahama+japan,118193.0,,,,,,,,
nouadhibou+mauritania,118167.0,614150,20.933,-17.030,"NOUADHIBOU INTL, MAURITANIA",41.4,29.9,nouadhibou,mauritania
gudivada+india,118167.0,,,,,,,,
trento+italy,118142.5,,,,,,,,
konosu+japan,118072.0,,,,,,,,
baran+india,117992.0,,,,,,,,
hoshangabad+india,117988.0,,,,,,,,
kuopio+finland,117975.0,029170,63.007,27.798,"KUOPIO, FINLAND",32.4,23.7,kuopio,finland
los ángeles+chile,117972.0,,,,,,,,
amreli+india,117967.0,,,,,,,,
boulogne-billancourt+france,117931.0,,,,,,,,
gingoog+philippines,117908.0,,,,,,,,
gojra+pakistan,117872.0,,,,,,,,
odessa+u.s.,117871.0,,,,,,,,
forli+italy,117830.5,161470,44.195,12.070,"FORLI, ITALY",39.2,27.6,forli,italy
morogoro+united republic of tanzania,117760.0,,,,,,,,
pudukkottai+india,117630.0,,,,,,,,
terrebonne+canada,117615.0,,,,,,,,
wilmington+u.s.,117525.0,,,,,,,,
narasaraopet+india,117489.0,,,,,,,,
arvada+u.s.,117453.0,,,,,,,,
uruguaiana+brazil,117415.0,,,,,,,,
bottrop+germany,117364.0,,,,,,,,
omuta+japan,117360.0,,,,,,,,
brugge+belgium,117260.0,,,,,,,,
uppal kalan+india,117217.0,,,,,,,,
adilabad+india,117167.0,,,,,,,,
nasushiobara+japan,117146.0,,,,,,,,
kaya+burkina faso,117122.0,,,,,,,,
independence+u.s.,117030.0,,,,,,,,
pinhais+brazil,117008.0,,,,,,,,
ovorhangay+mongolia,116922.0,,,,,,,,
piedecuesta+colombia,116914.0,,,,,,,,
handa+japan,116908.0,,,,,,,,
orsha+belarus,116898.0,267630,54.500,30.417,"ORSHA, BELARUS",35.6,25.2,orsha,belarus
baripada town+india,116849.0,,,,,,,,
hosur+india,116821.0,,,,,,,,
sancti spíritus+cuba,116799.0,,,,,,,,
zrenjanin+serbia,116784.0,131730,45.367,20.417,"ZRENJANIN, SERBIA",39.9,26.4,zrenjanin,serbia
muktsar+india,116747.0,,,,,,,,
comitán de domínguez+mexico,116746.2162,,,,,,,,
navghar-manikpur+india,116723.0,,,,,,,,
uribia+colombia,116674.0,,,,,,,,
higashikurume+japan,116632.0,,,,,,,,
met ghamr+egypt,116593.0,,,,,,,,
yavatmal+india,116551.0,,,,,,,,
titagarh+india,116541.0,,,,,,,,
alcobendas+spain,116538.0,,,,,,,,
bet shemesh+israel,116523.0,,,,,,,,
sangju+south korea,116493.0,,,,,,,,
barnala+india,116449.0,,,,,,,,
chittaurgarh+india,116406.0,,,,,,,,
sri jayawardanapura kotte+sri lanka,116366.0,,,,,,,,
seversk+russian federation,116340.0,,,,,,,,
tinsukia+india,116322.0,,,,,,,,
garissa+kenya,116317.0,637230,-0.464,39.648,"GARISSA, KENYA",41.0,30.0,garissa,kenya
pabna+bangladesh,116305.0,,,,,,,,
dharan+nepal,116181.0,,,,,,,,
al-qurrayyat+saudi arabia,116162.0,,,,,,,,
khargone+india,116150.0,,,,,,,,
andisheh+iran,116062.0,,,,,,,,
esbjerg+denmark,116061.0,060800,55.526,8.553,"ESBJERG, DENMARK",32.8,23.8,esbjerg,denmark
miryang+south korea,115962.0,,,,,,,,
kamloops+canada,115957.0,,,,,,,,
hofu+japan,115942.0,477880,34.035,131.549,"HOFU, JAPAN",36.7,29.7,hofu,japan
southport/formby+united kingdom,115882.0,,,,,,,,
sergiev posad+russian federation,115858.0,,,,,,,,
el monte+u.s.,115807.0,,,,,,,,
daraga+philippines,115804.0,,,,,,,,
reutlingen+germany,115762.0,,,,,,,,
nanaimo+canada,115743.0,,,,,,,,
san juan bautista tuxtepec+mexico,115687.8122,,,,,,,,
barbacena+brazil,115568.0,,,,,,,,
garanhuns+brazil,115356.0,,,,,,,,
atibaia+brazil,115229.0,,,,,,,,
birnagar+india,115127.0,,,,,,,,
sievierodonetsk+ukraine,115013.0,,,,,,,,
berdyansk+ukraine,114999.0,,,,,,,,
san fernando+philippines,114963.0,,,,,,,,
chilliwack+canada,114938.0,,,,,,,,
el progreso+honduras,114934.4805,,,,,,,,
hatsukaichi+japan,114906.0,,,,,,,,
dum dum+india,114786.0,,,,,,,,
fairfield+u.s.,114756.0,726498,41.053,-91.979,"FAIRFIELD MUNICIPAL, IA, USA",42.0,30.6,fairfield,u.s.
gera+germany,114718.0,,,,,,,,
kiryu+japan,114714.0,,,,,,,,
st. albans/hatfield+united kingdom,114710.0,,,,,,,,
basti+india,114657.0,,,,,,,,
gangawati+india,114642.0,,,,,,,,
escuintla+guatemala,114626.0,,,,,,,,
ambur+india,114608.0,,,,,,,,
kakegawa+japan,114602.0,,,,,,,,
giridih+india,114533.0,,,,,,,,
malakal+republic of south sudan,114528.0,,,,,,,,
sogamoso+colombia,114486.0,,,,,,,,
vejle+denmark,114464.0,,,,,,,,
chandausi+india,114383.0,,,,,,,,
clearwater+u.s.,114361.0,,,,,,,,
fernando de la mora+paraguay,114332.0,,,,,,,,
urasoe+japan,114232.0,,,,,,,,
touggourt+algeria,114183.0,605550,33.068,6.089,"TOUGGOURT, ALGERIA",50.0,29.5,touggourt,algeria
higashiomi+japan,114180.0,,,,,,,,
lugazi+uganda,114163.0,,,,,,,,
nikopol+ukraine,114156.0,,,,,,,,
apucarana+brazil,114104.0,,,,,,,,
bayawan+philippines,114074.0,,,,,,,,
gonda+india,114046.0,,,,,,,,
alipurduar+india,114035.0,,,,,,,,
kafr-el-dwar+egypt,114030.0,,,,,,,,
cayenne+french guiana,114017.0,,,,,,,,
rochester+u.s.,114011.0,726440,43.904,-92.492,"ROCHESTER INTL, MN, USA",37.5,28.8,rochester,u.s.
tashauz+turkmenistan,114000.0,,,,,,,,
tondabayashi+japan,113984.0,,,,,,,,
gyumri+armenia,113977.0,,,,,,,,
carlsbad+u.s.,113952.0,,,,,,,,
westminster+u.s.,113875.0,,,,,,,,
koblenz+germany,113844.0,,,,,,,,
iranshahr+iran,113750.0,,,,,,,,
shchelkovo+russian federation,113726.0,,,,,,,,
west jordan+u.s.,113699.0,,,,,,,,
hikone+japan,113679.0,477610,35.283,136.250,"HIKONE, JAPAN",37.1,28.2,hikone,japan
pearland+u.s.,113570.0,722427,29.519,-95.242,"PEARLAND REGIONAL, TX, USA",39.9,29.1,pearland,u.s.
san josé del cabo+mexico,113520.7962,,,,,,,,
vejalpur+india,113445.0,,,,,,,,
vitória de santo antao+brazil,113429.0,,,,,,,,
vorkuta+russian federation,113396.0,232260,67.483,64.017,"VORKUTA, RUSSIAN FEDERATION",32.6,25.7,vorkuta,russian federation
recklinghausen+germany,113360.0,,,,,,,,
richardson+u.s.,113347.0,,,,,,,,
francistown+botswana,113315.0,,,,,,,,
downey+u.s.,113267.0,,,,,,,,
durrës+albania,113249.0,,,,,,,,
minglanilla+philippines,113178.0,,,,,,,,
botosani+romania,113107.0,150200,47.733,26.650,"BOTOSANI, ROMANIA",38.8,26.1,botosani,romania
ribeirao pires+brazil,113068.0,,,,,,,,
miami gardens+u.s.,113058.0,,,,,,,,
temecula+u.s.,113054.0,,,,,,,,
bremerhaven+germany,113026.0,101290,53.533,8.583,"BREMERHAVEN, GERMANY",35.2,24.0,bremerhaven,germany
pikit+philippines,113014.0,,,,,,,,
korhogo+cote d'ivoire,112888.0,,,,,,,,
costa mesa+u.s.,112822.0,,,,,,,,
isabela+philippines,112788.0,,,,,,,,
mariveles+philippines,112707.0,,,,,,,,
sanda+japan,112691.0,,,,,,,,
habikino+japan,112683.0,,,,,,,,
anklesvar+india,112643.0,,,,,,,,
prijedor+bosnia and herzegovina,112635.0,,,,,,,,
bagaha+india,112634.0,,,,,,,,
huechuraba+chile,112528.0,,,,,,,,
talavera+philippines,112515.0,,,,,,,,
la unión+costa rica,112508.0,,,,,,,,
lysychansk+ukraine,112489.0,,,,,,,,
slovyansk+ukraine,112479.0,,,,,,,,
araras+brazil,112444.0,,,,,,,,
uzhhorod+ukraine,112436.0,336310,48.633,22.267,"UZHHOROD, UKRAINE",37.1,26.0,uzhhorod,ukraine
simi valley+u.s.,112345.0,,,,,,,,
resende+brazil,112331.0,,,,,,,,
achalpur+india,112311.0,,,,,,,,
kazo+japan,112229.0,,,,,,,,
gondal+india,112197.0,,,,,,,,
college station+u.s.,112141.0,,,,,,,,
elgin+u.s.,112123.0,,,,,,,,
artem+russian federation,112102.0,,,,,,,,
south ayrshire+united kingdom,112097.0,,,,,,,,
carora+venezuela,111963.0,,,,,,,,
muridke+pakistan,111951.0,,,,,,,,
tokai+japan,111944.0,,,,,,,,
bagalkot+india,111933.0,,,,,,,,
madina+ghana,111926.0,,,,,,,,
catanduva+brazil,111914.0,,,,,,,,
bataisk+russian federation,111843.0,,,,,,,,
osmanabad+india,111825.0,,,,,,,,
walbrzych+poland,111803.0,,,,,,,,
mozir+belarus,111733.0,,,,,,,,
murrieta+u.s.,111674.0,,,,,,,,
ocaña+colombia,111643.0,,,,,,,,
bergisch gladbach+germany,111627.0,,,,,,,,
ede+netherlands,111575.0,,,,,,,,
funchal+portugal,111541.0,085220,32.633,-16.900,"FUNCHAL, PORTUGAL",34.3,24.2,funchal,portugal
akishima+japan,111539.0,,,,,,,,
gresham+u.s.,111523.0,,,,,,,,
bayambang+philippines,111521.0,,,,,,,,
umeå+sweden,111503.0,,,,,,,,
gudalajara de buga+colombia,111487.0,,,,,,,,
akbarpur+india,111447.0,,,,,,,,
porac+philippines,111441.0,,,,,,,,
baden-brugg+switzerland,111438.0,,,,,,,,
ikire+nigeria,111435.0,,,,,,,,
yeongcheon+south korea,111392.0,,,,,,,,
lagos de moreno+mexico,111378.8418,,,,,,,,
bahawalnagar+pakistan,111313.0,,,,,,,,
belleville+canada,111311.0,,,,,,,,
conselheiro lafaiete+brazil,111266.0,,,,,,,,
champdani+india,111251.0,,,,,,,,
bida+nigeria,111245.0,,,,,,,,
high point city+u.s.,111223.0,,,,,,,,
vicenza+italy,111205.0,,,,,,,,
guagua+philippines,111199.0,,,,,,,,
deesa+india,111160.0,,,,,,,,
saint-denis+france,111103.0,,,,,,,,
jena+germany,111099.0,,,,,,,,
sacheon+south korea,111078.0,,,,,,,,
novoshakhtinsk+russian federation,111075.0,,,,,,,,
nandurbar+india,111037.0,,,,,,,,
montego bay+jamaica,111037.0,,,,,,,,
erlangen+germany,110998.0,,,,,,,,
azamgarh+india,110983.0,,,,,,,,
fujimino+japan,110970.0,,,,,,,,
terni+italy,110969.0,,,,,,,,
santa cruz+philippines,110943.0,,,,,,,,
šabac+serbia,110918.0,,,,,,,,
antioch+u.s.,110898.0,,,,,,,,
floridablanca+philippines,110846.0,,,,,,,,
fasa+iran,110825.0,,,,,,,,
selenge+mongolia,110757.0,,,,,,,,
kasuga+japan,110743.0,,,,,,,,
anderlecht+belgium,110671.0,,,,,,,,
inglewood+u.s.,110654.0,,,,,,,,
cambridge+u.s.,110651.0,727503,45.559,-93.265,"CAMBRIDGE MUNICIPAL, MN, USA",42.4,29.7,cambridge,u.s.
noyabrsk+russian federation,110620.0,,,,,,,,
remscheid+germany,110584.0,,,,,,,,
candelaria+philippines,110570.0,,,,,,,,
franceville+gabon,110568.0,,,,,,,,
borazjan+iran,110567.0,,,,,,,,
lowell+u.s.,110558.0,725784,46.144,-115.596,"LOWELL, ID, USA",40.7,25.4,lowell,u.s.
rimnicu vilcea+romania,110527.0,,,,,,,,
ahuachapán+el salvador,110511.0,,,,,,,,
ramgarh+india,110496.0,,,,,,,,
tajimi+japan,110441.0,,,,,,,,
trat+thailand,110398.0,,,,,,,,
argenteuil+france,110388.0,,,,,,,,
torbay+united kingdom,110366.0,,,,,,,,
delhi cantonment+india,110351.0,,,,,,,,
billings+u.s.,110323.0,726770,45.807,-108.542,"BILLINGS LOGAN INTL, MT, USA",41.2,23.4,billings,u.s.
cheltenham/charlton kings+united kingdom,110320.0,,,,,,,,
firozpur+india,110313.0,,,,,,,,
cacak+serbia,110279.0,,,,,,,,
baneh+iran,110218.0,,,,,,,,
araucária+brazil,110205.0,,,,,,,,
namur+belgium,110175.0,,,,,,,,
palm bay city+u.s.,110104.0,,,,,,,,
teófilo otoni+brazil,110076.0,,,,,,,,
mishima+japan,110046.0,476570,35.117,138.933,"MISHIMA, JAPAN",36.5,27.9,mishima,japan
trier+germany,110013.0,,,,,,,,
marugame+japan,110010.0,,,,,,,,
iwatsuki+japan,109995.0,,,,,,,,
lorica+colombia,109974.0,,,,,,,,
centennial+u.s.,109932.0,724666,39.570,-104.849,"CENTENNIAL AP, CO, USA",38.3,22.0,centennial,u.s.
kyzyl+russian federation,109918.0,360960,51.717,94.500,"KYZYL, RUSSIAN FEDERATION",39.2,22.3,kyzyl,russian federation
ipiales+colombia,109865.0,,,,,,,,
matrouh+egypt,109852.0,,,,,,,,
banfora+burkina faso,109824.0,,,,,,,,
richmond+u.s.,109813.0,724010,37.505,-77.320,"RICHMOND INTL, VA, USA",40.5,28.3,richmond,u.s.
wloclawek+poland,109751.0,,,,,,,,
satu-mare+romania,109728.0,,,,,,,,
mughalsarai+india,109650.0,,,,,,,,
buin+chile,109641.0,,,,,,,,
san buenaventura+u.s.,109592.0,,,,,,,,
sapele+nigeria,109576.0,,,,,,,,
malita+philippines,109568.0,,,,,,,,
kitui+kenya,109568.0,,,,,,,,
boryeong+south korea,109535.0,,,,,,,,
novokuybishevsk+russian federation,109521.0,,,,,,,,
